name,description,url,downloads,owners,owners_urls
dowel,A logger for machine learning research,https://pypi.org/project/dowel/,65614,"ahtsan,krzentner,ryanjulian","https://pypi.org/user/ahtsan/,https://pypi.org/user/krzentner/,https://pypi.org/user/ryanjulian/"
pyraf,Provides a Pythonic interface to IRAF that can be used in place of the existing IRAF CL,https://pypi.org/project/pyraf/,26837,"cdsontag,olebole","https://pypi.org/user/cdsontag/,https://pypi.org/user/olebole/"
pygar,Searches the SEC's Edgar database using a variety of methods,https://pypi.org/project/pygar/,10532,BCable,https://pypi.org/user/BCable/
sequana-demultiplex,Pipeline that runs bcl2fastq and creates additional plots within a Snakemake workflow,https://pypi.org/project/sequana-demultiplex/,20813,cokelaer,https://pypi.org/user/cokelaer/
crema-ms,Confidence estimation for proteomics experiments,https://pypi.org/project/crema-ms/,5863,wfondrie,https://pypi.org/user/wfondrie/
mappable,An interactive data annotation tool.,https://pypi.org/project/mappable/,225,mappable-ai,https://pypi.org/user/mappable-ai/
Dellingr,Error supression and variant calling pipeline for Illumina sequencing data,https://pypi.org/project/Dellingr/,15580,ckrushto,https://pypi.org/user/ckrushto/
GPSconverter,Python package for manipulating gps data and easily convert them to other different formats.,https://pypi.org/project/GPSconverter/,7687,CSammarco,https://pypi.org/user/CSammarco/
autoreject,Automated rejection and repair of epochs in M/EEG.,https://pypi.org/project/autoreject/,20126,mainakjas,https://pypi.org/user/mainakjas/
dicom-validator,Python DICOM tools using input from DICOM specs in docbook format,https://pypi.org/project/dicom-validator/,618,"darcymason,mrbean-bremen","https://pypi.org/user/darcymason/,https://pypi.org/user/mrbean-bremen/"
openepda,Implementation of open standards for electronic-photonic design automation,https://pypi.org/project/openepda/,44204,"dimapu,xleijtens","https://pypi.org/user/dimapu/,https://pypi.org/user/xleijtens/"
kmapper,Python implementation of Mapper algorithm for Topological Data Analysis.,https://pypi.org/project/kmapper/,109987,"ctralie,sauln","https://pypi.org/user/ctralie/,https://pypi.org/user/sauln/"
fsva,fsva (FuseSoc Verification Automation),https://pypi.org/project/fsva/,14354,mkru,https://pypi.org/user/mkru/
napari-plugin-devtools,napari plugin devtool,https://pypi.org/project/napari-plugin-devtools/,4716,ziyangczi,https://pypi.org/user/ziyangczi/
osurf,ORDF - SurfRDF back-end,https://pypi.org/project/osurf/,17059,wwaites,https://pypi.org/user/wwaites/
wenvkernel,Jupyter kernel for Python on Wine,https://pypi.org/project/wenvkernel/,1821,smernst,https://pypi.org/user/smernst/
ligo-gracedb,A Python package for accessing the GraceDB API.,https://pypi.org/project/ligo-gracedb/,274901,"alexander.pace,duncan.meacher,tprestegard","https://pypi.org/user/alexander.pace/,https://pypi.org/user/duncan.meacher/,https://pypi.org/user/tprestegard/"
dual,`dual` is a package for dual problem.,https://pypi.org/project/dual/,67248,tsutomu,https://pypi.org/user/tsutomu/
sklearn-lvq,Scikit-Learn compatible Generalized Learning Vector Quantization (GLVQ) and Robust Soft Learning Vector Quantization implementation.,https://pypi.org/project/sklearn-lvq/,9157,MrNuggelz,https://pypi.org/user/MrNuggelz/
collective.geo.settings,collective.geo settings,https://pypi.org/project/collective.geo.settings/,51652,"collective,giorgio,maethu","https://pypi.org/user/collective/,https://pypi.org/user/giorgio/,https://pypi.org/user/maethu/"
scgen,ScGen - Predicting single cell perturbations.,https://pypi.org/project/scgen/,18593,"Cottoneyejoe,m0hammadl,naghipourfar","https://pypi.org/user/Cottoneyejoe/,https://pypi.org/user/m0hammadl/,https://pypi.org/user/naghipourfar/"
cobe,Markov chain based text generator library and chatbot,https://pypi.org/project/cobe/,256454,pteichman,https://pypi.org/user/pteichman/
django-shapes,Upload and export shapefiles using GeoDjango.,https://pypi.org/project/django-shapes/,26809,springmeyer,https://pypi.org/user/springmeyer/
tltsne,Time-lagged t-SNE of molecular trajectories,https://pypi.org/project/tltsne/,3576,spiwokv,https://pypi.org/user/spiwokv/
affine6p,The Python affine6p lib to estimate affine transformation parameters between two sets of 2D points,https://pypi.org/project/affine6p/,49947,yoshimoto,https://pypi.org/user/yoshimoto/
bibliobanana,Python package to quantify and normalise yearly publication rates for specific keywords on PubMed and Google Scholar,https://pypi.org/project/bibliobanana/,15648,esdalmaijer,https://pypi.org/user/esdalmaijer/
MinkowskiEngine,a convolutional neural network library for sparse tensors,https://pypi.org/project/MinkowskiEngine/,31879,chrischoy,https://pypi.org/user/chrischoy/
pyobis,Python client for GBIF,https://pypi.org/project/pyobis/,7563,sckott,https://pypi.org/user/sckott/
polyadicqml,"High level API to define, train and deploy Polyadic Quantum Machine Learning models",https://pypi.org/project/polyadicqml/,2837,joaquinkeller,https://pypi.org/user/joaquinkeller/
tf-keras-vis,Neural network visualization toolkit for tf.keras,https://pypi.org/project/tf-keras-vis/,44236,keisen,https://pypi.org/user/keisen/
treedecomp,Python Class for Tree Decomposition,https://pypi.org/project/treedecomp/,2100,htyao,https://pypi.org/user/htyao/
catalyst-rl,Catalyst.RL. PyTorch framework for RL research.,https://pypi.org/project/catalyst-rl/,3206,scitator,https://pypi.org/user/scitator/
pypot,Python 3 Library for Robot Control,https://pypi.org/project/pypot/,335138,"pierre-rouanet,poppy-project,yoan","https://pypi.org/user/pierre-rouanet/,https://pypi.org/user/poppy-project/,https://pypi.org/user/yoan/"
dynprogstorage,No project description provided,https://pypi.org/project/dynprogstorage/,13676,robin.girard,https://pypi.org/user/robin.girard/
equadratures,Polynomial approximations,https://pypi.org/project/equadratures/,39403,psesh,https://pypi.org/user/psesh/
astetik,Astetik data visualization and reporting library,https://pypi.org/project/astetik/,112735,mikkokotila,https://pypi.org/user/mikkokotila/
assisipy,Python API for the ASSISbf project,https://pypi.org/project/assisipy/,66566,damjan,https://pypi.org/user/damjan/
omero-certificates,OMERO server certificate management plugin,https://pypi.org/project/omero-certificates/,11011,"jburel,joshmoore,ome,sas,sbesson","https://pypi.org/user/jburel/,https://pypi.org/user/joshmoore/,https://pypi.org/user/ome/,https://pypi.org/user/sas/,https://pypi.org/user/sbesson/"
scine-utilities,Utilities used in all SCINE modules,https://pypi.org/project/scine-utilities/,1724,reiher-research-group,https://pypi.org/user/reiher-research-group/
collective.geo.polymaps,Collective Geo Polymaps integation,https://pypi.org/project/collective.geo.polymaps/,6612,Christian.Ledermann,https://pypi.org/user/Christian.Ledermann/
adtk,A package for unsupervised time series anomaly detection,https://pypi.org/project/adtk/,765248,"arundo,tailaiw","https://pypi.org/user/arundo/,https://pypi.org/user/tailaiw/"
dehyphen,"Dehyphenation of broken text (mainly German), i.e., extracted from a PDF",https://pypi.org/project/dehyphen/,14266,filter,https://pypi.org/user/filter/
RiboCode,A package for identifying the translated ORFs using ribosome-profiling data,https://pypi.org/project/RiboCode/,101160,ZhengtaoXiao,https://pypi.org/user/ZhengtaoXiao/
Katana,Command-line tool to soft-clip reads based on primer locations.,https://pypi.org/project/Katana/,17655,bfx-jacquard,https://pypi.org/user/bfx-jacquard/
pyplnoise,Arbitrarily long streams of power law noise using NumPy and SciPy.,https://pypi.org/project/pyplnoise/,3749,janwaldmann,https://pypi.org/user/janwaldmann/
zas-rep-tools-data,"This is the data-set for ""zas-rep-tools"" package.",https://pypi.org/project/zas-rep-tools-data/,6933,e.savin,https://pypi.org/user/e.savin/
entitykb,Python toolkit for rapidly developing knowledge bases,https://pypi.org/project/entitykb/,35178,"imaurer,jyeakley","https://pypi.org/user/imaurer/,https://pypi.org/user/jyeakley/"
hybayes,Bayesian Assessment of Hypotheses,https://pypi.org/project/hybayes/,3984,erfansa,https://pypi.org/user/erfansa/
zephyr-seis,zephyr,https://pypi.org/project/zephyr-seis/,23695,bsmithyman,https://pypi.org/user/bsmithyman/
bmcc,"Implementation of Markov Chain Bayesian Clustering techniques, including DPM and MFM, with an abstract Mixture Model and Component Model API.",https://pypi.org/project/bmcc/,22963,thetianshuhuang,https://pypi.org/user/thetianshuhuang/
azureml-automl-dnn-nlp,End to end deep learning models for NLP tasks in AutoML.,https://pypi.org/project/azureml-automl-dnn-nlp/,8910,amlpypi,https://pypi.org/user/amlpypi/
xtgeo,"XTGeo is a Python library for 3D grids, surfaces, wells, etc",https://pypi.org/project/xtgeo/,672574,"jcrivenaes,statoil-travis","https://pypi.org/user/jcrivenaes/,https://pypi.org/user/statoil-travis/"
arm_archive,A module for accessing data from the ARM Archive,https://pypi.org/project/arm_archive/,12604,jjhelmus,https://pypi.org/user/jjhelmus/
benutils,"Various utilities (SDR operator, mjd, data container, widgets...)",https://pypi.org/project/benutils/,12348,bdubois,https://pypi.org/user/bdubois/
kydavra,Kydavra is a sci-kit learn inspired python library with feature selection methods for Data Science and Macine Learning Model development,https://pypi.org/project/kydavra/,20271,SigmoidAI,https://pypi.org/user/SigmoidAI/
a3cosmos,A Python Package of A3COSMOS Astronomical Data and Catalog Utilities.,https://pypi.org/project/a3cosmos/,17974,astro.dzliu,https://pypi.org/user/astro.dzliu/
daquiri,DAQuiri = DAQ + UI Generation + Reactivity + Instruments: A simple scientific DAQ framework.,https://pypi.org/project/daquiri/,3368,chstan,https://pypi.org/user/chstan/
pyopencga,A REST client for OpenCGA REST web services,https://pypi.org/project/pyopencga/,15355,imedina,https://pypi.org/user/imedina/
xviz-avs,Python implementation of XVIZ protocol,https://pypi.org/project/xviz-avs/,48368,twojtasz,https://pypi.org/user/twojtasz/
nnabla-rl,Deep reinforcement learning library built on top of Neural Network Libraries,https://pypi.org/project/nnabla-rl/,519,"sbsekiguchi,yuishihara","https://pypi.org/user/sbsekiguchi/,https://pypi.org/user/yuishihara/"
spacy-stanza,Use the latest Stanza (StanfordNLP) research models directly in spaCy,https://pypi.org/project/spacy-stanza/,33539,"explosion,inesmontani","https://pypi.org/user/explosion/,https://pypi.org/user/inesmontani/"
rlssm,"rlssm: a package for fitting RL models, SSM, and combinations of the two",https://pypi.org/project/rlssm/,1886,laura.fontanesi,https://pypi.org/user/laura.fontanesi/
ziphmm,An implementation of the ziphmm algorithm,https://pypi.org/project/ziphmm/,19436,mailund,https://pypi.org/user/mailund/
ppb-vector,A basic game development Vector class.,https://pypi.org/project/ppb-vector/,43311,"Astronouth7303,nicoo,pathunstrom,pursuedpybot","https://pypi.org/user/Astronouth7303/,https://pypi.org/user/nicoo/,https://pypi.org/user/pathunstrom/,https://pypi.org/user/pursuedpybot/"
bitsandbytes-cuda100,8-bit optimizers and quantization routines.,https://pypi.org/project/bitsandbytes-cuda100/,456,timdettmers,https://pypi.org/user/timdettmers/
optax,A gradient processing and optimisation library in JAX.,https://pypi.org/project/optax/,3467847,deepmind,https://pypi.org/user/deepmind/
wasanbon,Development Framework for Robotics Technology Middleware (RTM),https://pypi.org/project/wasanbon/,126781,ysuga,https://pypi.org/user/ysuga/
finesse,A simulation tool for modelling laser interferometers,https://pypi.org/project/finesse/,711,"adf,ddb","https://pypi.org/user/adf/,https://pypi.org/user/ddb/"
bctpy,Brain Connectivity Toolbox for Python,https://pypi.org/project/bctpy/,112908,Roan.LaPlante,https://pypi.org/user/Roan.LaPlante/
pygmi,Python Geoscience Modelling and Interpretation,https://pypi.org/project/pygmi/,68664,pcole,https://pypi.org/user/pcole/
plantpy,Plant Village Survey Export: Simple CLI,https://pypi.org/project/plantpy/,6618,samapriya,https://pypi.org/user/samapriya/
kgrid,Reciprocal space sampling for atomistic crystal structures,https://pypi.org/project/kgrid/,3958,ajjackson,https://pypi.org/user/ajjackson/
twd97,Python converter between TWD97 and WGS84,https://pypi.org/project/twd97/,11545,Tom.Chen,https://pypi.org/user/Tom.Chen/
explainaboard,Explainable Leaderboards for Natural Language Processing,https://pypi.org/project/explainaboard/,530,pfliu_nlp,https://pypi.org/user/pfliu_nlp/
scikit-surgeryarucotracker,scikit-surgeryarucotracker is a simple tracking interface using ARuCo markers,https://pypi.org/project/scikit-surgeryarucotracker/,13414,"MattClarkson,weiss_ucl","https://pypi.org/user/MattClarkson/,https://pypi.org/user/weiss_ucl/"
qiskit-experiments,Software for developing quantum computing programs,https://pypi.org/project/qiskit-experiments/,1518,qiskit,https://pypi.org/user/qiskit/
ysignals,Yahoo Signals,https://pypi.org/project/ysignals/,1490,jrdi,https://pypi.org/user/jrdi/
CMakeCatchTemplate,"A template project, to enable people to build nicely structured C++ projects.",https://pypi.org/project/CMakeCatchTemplate/,121883,"MattClarkson,weiss_ucl","https://pypi.org/user/MattClarkson/,https://pypi.org/user/weiss_ucl/"
damenumpy,Learning Numpy from Tests by David Arroyo Menéndez,https://pypi.org/project/damenumpy/,15984,darroyome,https://pypi.org/user/darroyome/
IVisual,VPython visual inline for IPython Notebook,https://pypi.org/project/IVisual/,244624,jcoady,https://pypi.org/user/jcoady/
ModbusSharedMemory,Shared memory concept known from PLC manner implemented over uModbus framework.,https://pypi.org/project/ModbusSharedMemory/,10703,igoras1993,https://pypi.org/user/igoras1993/
cuml-cuda92,No project description provided,https://pypi.org/project/cuml-cuda92/,14233,"rapidsai,raydouglass","https://pypi.org/user/rapidsai/,https://pypi.org/user/raydouglass/"
emiprep,(yet another) emission pre-processor for atmospheric chemistry models,https://pypi.org/project/emiprep/,9276,andreas-h,https://pypi.org/user/andreas-h/
winspeech,Speech recognition and synthesis module for Windows - Python 2 and 3.,https://pypi.org/project/winspeech/,32152,areeb,https://pypi.org/user/areeb/
lecroyutils,Library to communicate and parse .trc files with/from LeCroy oscilloscopes.,https://pypi.org/project/lecroyutils/,3456,sibartel,https://pypi.org/user/sibartel/
cylc-flow,A workflow engine for cycling systems,https://pypi.org/project/cylc-flow/,14059,"kinow,matthewrmshin,oliver-sanders,revilo666,wxtim","https://pypi.org/user/kinow/,https://pypi.org/user/matthewrmshin/,https://pypi.org/user/oliver-sanders/,https://pypi.org/user/revilo666/,https://pypi.org/user/wxtim/"
